timestamp2001_ms+[TREMOR12_samples_2020_07_01_0727.csv]TREMOR12_samples_2020_07_01_072!$A$1:$A$41,roll,pitch,yaw,rotX,rotY,rotZ,accX,accY,accZ,gravX,gravY,gravZ
4.55616E+11,-0.377094419,0.063887254,0.149148206,-0.140983567,0.012975886,0.134783,-0.042651441,-0.056650124,0.015699465,-0.364132613,-0.148595855,-0.919416487
4.55616E+11,-0.375280866,0.0637977,0.147283787,-0.185833648,0.233431906,0.038220767,-0.064146511,-0.057883747,0.009427601,-0.362565517,-0.146751866,-0.920331538
4.55616E+11,-0.374916008,0.063459278,0.14646392,-0.212189659,0.410327226,-0.019845774,-0.081879184,-0.029718347,-0.001925204,-0.362273633,-0.145940825,-0.92057538
4.55616E+11,-0.36958211,0.062282627,0.144713564,-0.197924227,0.549345911,-0.053378165,-0.063509487,-0.014070425,-0.010160427,-0.357449979,-0.144208997,-0.9227314
4.55616E+11,-0.363608976,0.06100768,0.143399427,-0.158716947,0.572715163,-0.074894115,-0.0307981,0.001901999,-0.011481815,-0.351999134,-0.142908469,-0.925026357
4.55616E+11,-0.358617866,0.059794295,0.142471341,-0.118900873,0.443236917,-0.079946928,-0.021868942,-0.018669942,-0.03662074,-0.347424269,-0.141989842,-0.926895499
4.55616E+11,-0.355360237,0.058810432,0.142818433,-0.056556333,0.287275136,-0.07752908,-0.02365621,-0.0333868,-0.041124858,-0.344385773,-0.142333418,-0.927976072
4.55616E+11,-0.353247195,2.803488087,0.143178339,0.033260852,0.17703712,-0.074242212,-0.04055867,-0.03756243,-0.026760219,-0.342406422,-0.142689645,-0.928653598
4.55616E+11,-0.351883034,2.803190515,0.144205501,0.102710985,0.120945171,-0.060394038,-0.062704764,-0.042664628,-0.031757377,-0.341088563,-0.143706217,-0.928981781
4.55616E+11,-0.350555358,2.803044562,0.145726978,0.147299707,0.141174346,-0.071246423,-0.085971326,-0.050283864,-0.036272507,-0.339779407,-0.145211741,-0.929227352
4.55616E+11,-0.352996392,2.803324643,0.150157178,0.165172875,0.215101182,-0.107811004,-0.115240864,-0.065631673,-0.024503335,-0.341820896,-0.149593547,-0.927782416
4.55616E+11,-0.350068581,2.802616627,0.152006594,0.14132528,0.303097427,-0.134683371,-0.128613234,-0.072165146,-0.010721731,-0.339007616,-0.15142189,-0.928517759
4.55616E+11,-0.346694572,2.801591769,0.153272034,0.060356613,0.3199175,-0.136645585,-0.121620499,-0.088233143,0.004411253,-0.335807472,-0.152672619,-0.929475367
4.55616E+11,-0.343513684,2.800257553,0.153415533,-0.064039424,0.288903713,-0.127675265,-0.097990058,-0.092470601,0.02165891,-0.332841843,-0.152814433,-0.93051815
4.55616E+11,-0.344669797,2.798983248,0.156130435,-0.161581829,0.227784887,-0.153948635,-0.072351933,-0.072728828,0.043401554,-0.333775997,-0.15549688,-0.92973882
4.55616E+11,-0.343335917,2.796816388,0.154771002,-0.210949689,0.041876342,-0.151117966,-0.055134695,-0.067922577,0.026740668,-0.332606405,-0.154153839,-0.930381417
4.55616E+11,-0.346005766,2.794892804,0.153065305,-0.226124436,-0.439032972,-0.112283222,-0.025036363,-0.0424322,0.019946057,-0.335177869,-0.152468309,-0.929736078
4.55616E+11,-0.355703341,2.793368085,0.151608081,-0.166973814,-1.187414408,-0.086714476,0.012590123,0.004680916,-0.031846788,-0.344255149,-0.151027963,-0.926649332
4.55616E+11,-0.37322361,2.792547264,0.151330948,-0.006592803,-1.961057067,-0.057080016,0.063653186,0.018765477,-0.060213257,-0.360451877,-0.150754005,-0.920514882
4.55616E+11,-0.39846724,2.79289808,0.152825161,0.205881327,-2.697392941,-0.013831614,0.09916687,0.024759047,-0.064518511,-0.383483887,-0.152230963,-0.910914838
4.55616E+11,-0.430519011,2.794322364,0.156268296,0.428427011,-3.326607704,-0.014676634,0.106684655,0.029610727,-0.084074385,-0.412257165,-0.155633062,-0.89767611
4.55616E+11,-0.467118383,2.796589051,0.161797373,0.640418887,-3.707447052,-0.039717227,0.019903803,-0.00797502,-0.012605929,-0.444433838,-0.161092371,-0.881208181
4.55616E+11,-0.506266713,2.799730867,0.168618476,0.757063866,-3.882431507,-0.041645519,-0.003040744,-0.023265235,0.013448409,-0.478038371,-0.167820573,-0.862157524
4.55616E+11,-0.546399865,2.803183975,0.175627561,0.767871201,-3.955754519,-0.063859515,-0.014501592,-0.038134027,0.045008171,-0.511621475,-0.174726084,-0.841257572
4.55616E+11,-0.586979809,2.806152668,0.182407467,0.706027269,-4.021961212,-0.139239326,-0.016862992,-0.038237385,0.066118397,-0.544660449,-0.181397617,-0.818803966
4.55616E+11,-0.629771174,2.807854718,0.189348378,0.656338751,-4.336905479,-0.307786793,-0.041210745,-0.030622594,0.050111521,-0.578433394,-0.188218966,-0.7937181
4.55616E+11,-0.675976757,2.808031317,0.197682151,0.680972695,-4.702932835,-0.558534384,-0.047093734,-0.035704289,0.065364204,-0.613474488,-0.196397156,-0.764903367
4.55616E+11,-0.726384925,2.806627028,0.208409465,0.749431312,-5.217772007,-0.884701848,-0.05074669,-8.14E-05,0.029270422,-0.649799585,-0.206904039,-0.731403589
4.55616E+11,-0.784968768,2.80360469,0.223154078,0.918896735,-6.184137344,-1.351679087,-0.081184641,0.018318918,-0.019954011,-0.689277411,-0.221306592,-0.689869583
4.55616E+11,-0.85410281,2.799840105,0.243878282,1.234200835,-7.253461361,-1.897695541,-0.095706694,-0.020983221,-0.004663445,-0.731670618,-0.241467953,-0.637456894
4.55616E+11,-0.931125106,2.797433087,0.270523941,1.55593884,-7.864707947,-2.313885927,-0.089923598,-0.042929046,0.021571992,-0.773113489,-0.267236352,-0.575221896
4.55616E+11,-1.009243317,2.796435883,0.299837795,1.550500154,-7.766571045,-2.49980545,-0.135502875,-0.036833856,0.016876426,-0.808665216,-0.295365244,-0.508743465
4.55616E+11,-1.08113125,2.795511195,0.327778157,1.229749799,-6.961043835,-2.422407389,-0.164859593,-0.047108799,0.034050327,-0.835506618,-0.321940273,-0.44528994
4.55616E+11,-1.138621867,2.793678604,0.35080454,0.735272825,-5.355223656,-2.007678747,-0.190062851,-0.074162699,0.066554904,-0.852753282,-0.34365347,-0.393337131
4.55616E+11,-1.174342334,2.789876261,0.365344594,0.087753415,-3.11267066,-1.280788183,-0.194169149,-0.035032302,0.064796276,-0.861555934,-0.357271165,-0.360664189
4.55616E+11,-1.184850421,2.782638801,0.37055005,-0.588004053,-0.727936447,-0.568118811,-0.156379715,0.004202789,0.018824536,-0.863563538,-0.362128198,-0.350886315
4.55616E+11,-1.173833761,2.772787234,0.368648226,-1.003281951,1.180965304,-0.05957007,-0.137248874,-0.027523611,-0.047086082,-0.860279202,-0.360354811,-0.360644013
4.55616E+11,-1.148534967,2.762943905,0.362563796,-1.084030986,2.463457584,0.261112601,-0.141733155,-0.032397181,-0.082669035,-0.852865219,-0.354672521,-0.38318181
4.55616E+11,-1.115440976,2.755578662,0.355259664,-0.86460036,3.196973801,0.390589118,-0.092378736,-0.024831578,-0.065600678,-0.84202373,-0.347833812,-0.412319869
4.55616E+11,-1.079881799,2.751905675,0.348835196,-0.508858323,3.479162216,0.418632984,-0.081415594,-0.025933426,-0.075836204,-0.828786433,-0.341803402,-0.443038911
4.55616E+11,-1.043371406,2.751512277,0.343598942,-0.227384329,3.694314718,0.449216992,-0.075959302,-0.038549401,-0.027513225,-0.81359756,-0.336877853,-0.473890573
4.55616E+11,-1.004943332,2.752778236,0.338434103,-0.166149259,3.937844038,0.526196241,-0.037384599,-0.03926643,0.055223629,-0.796248853,-0.332010418,-0.505724132
4.55616E+11,-0.964574704,2.75385337,0.33193489,-0.333482653,4.119376659,0.619992733,0.011200121,-0.028970232,0.129683614,-0.7769472,-0.325872898,-0.538664937
4.55616E+11,-0.921383337,2.753101897,0.322861013,-0.685127556,4.346207142,0.715226293,0.071373969,-0.040217124,0.228152439,-0.755288124,-0.317281038,-0.573474109
4.55616E+11,-0.876394676,2.750312875,0.310742727,-1.047964334,4.414778233,0.802433372,0.103520997,-0.017338982,0.250970751,-0.731633782,-0.305765867,-0.609277606
4.55616E+11,-0.831151951,2.746278776,0.29594334,-1.321048975,4.384773731,0.887557864,0.15486747,-0.0214833,0.229623556,-0.706594765,-0.291642308,-0.644723654
4.55616E+11,-0.787838008,2.74284503,0.278801333,-1.444071889,4.165271759,1.054992676,0.209596366,0.051646948,0.193599075,-0.681459129,-0.275203466,-0.678141952
4.55616E+11,-0.748759338,2.740963989,0.260485294,-1.428224802,3.731372118,1.164014816,0.308889121,0.087414004,0.106641002,-0.657766104,-0.257549495,-0.707822025
4.55616E+11,-0.716877988,2.741531978,0.242842106,-1.203890204,2.993039846,1.239243269,0.388152659,0.086272247,0.017034827,-0.63775593,-0.240462303,-0.73174125
4.55616E+11,-0.695807507,2.745568523,0.227900228,-0.760303795,1.89289999,1.262684703,0.409907609,0.10428948,-0.079885572,-0.624430954,-0.225932539,-0.747690082
4.55616E+11,-0.690959679,2.752426675,0.218566702,-0.103679128,0.139393315,1.046397686,0.381728768,0.141482741,-0.183124006,-0.622115731,-0.216830641,-0.752300799
4.55616E+11,-0.709419453,2.762198949,0.218562209,0.861771822,-2.261976004,0.591169357,0.285722941,0.182066739,-0.273134559,-0.635896862,-0.21682626,-0.740689874
4.55616E+11,-0.756200607,2.773018496,0.23060217,1.835881829,-5.205052853,-0.252927244,0.155059636,0.141161457,-0.302946985,-0.667999089,-0.2285638,-0.708191931
4.55616E+11,-0.833987181,2.783716086,0.255676634,2.698532581,-8.246829033,-1.340736628,-0.022839196,0.10459993,-0.283447355,-0.716540694,-0.252900094,-0.65008539
4.55616E+11,-0.936682388,2.795589371,0.292019716,3.313768864,-10.39891815,-2.311061859,-0.153465748,-0.045563295,-0.139970079,-0.771491528,-0.287887007,-0.56738162
4.55616E+11,-1.052237967,2.811147509,0.334766147,3.634228706,-11.17106056,-2.89959836,-0.242805824,-0.117145665,-0.007242262,-0.820319772,-0.328548312,-0.468114793
4.55616E+11,-1.167594063,2.832244651,0.378673617,3.719597578,-10.53114605,-3.064998388,-0.310911745,-0.168138161,0.087377816,-0.854646087,-0.369688392,-0.364568979
4.55616E+11,-1.266236799,2.856335092,0.416408742,3.212273836,-8.248854637,-2.613869429,-0.377418786,-0.300248474,0.222871736,-0.872459173,-0.404478699,-0.274248093
4.55616E+11,-1.327679115,2.874614698,0.439672368,1.820849061,-4.289456367,-1.461231589,-0.441177636,-0.372666299,0.392974228,-0.878280401,-0.425643027,-0.217833847
4.55616E+11,-1.33413962,2.875941484,0.443583759,-0.375178993,0.651551545,0.013918012,-0.386878908,-0.308720648,0.556825519,-0.878044188,-0.429179132,-0.211763248
4.55616E+11,-1.289506532,2.857261189,0.429785062,-2.451836824,4.504396915,1.149555206,-0.203057677,-0.115581661,0.571212113,-0.873327792,-0.416675419,-0.252349198
4.55616E+11,-1.219352183,2.829855104,0.404568073,-3.28755331,6.180118084,1.720775008,0.009552497,-0.074838348,0.381160527,-0.863083363,-0.393621743,-0.316463262
4.55616E+11,-1.150542545,2.805626732,0.376605894,-3.002806902,5.704945564,1.705424547,0.191363245,-0.046143558,0.117619567,-0.849001765,-0.367766351,-0.379399359
4.55616E+11,-1.105927923,2.789169869,0.354804079,-2.045590401,3.07702446,1.136746168,0.327157468,0.048441201,-0.176694125,-0.838204861,-0.347406656,-0.420382291
4.55616E+11,-1.102947135,2.782247045,0.345928771,-0.594983518,-0.991737485,0.276602894,0.361532897,0.156178728,-0.493548155,-0.839667022,-0.339070588,-0.424252748
4.55616E+11,-1.141986866,2.786495799,0.351465544,0.982977152,-4.552457809,-0.510742068,0.200316086,0.104573816,-0.580118656,-0.853865266,-0.344274133,-0.390370876
4.55616E+11,-1.207151535,2.801548477,0.3670107,2.153602123,-6.294091702,-0.986662805,0.035650026,0.046754058,-0.372914255,-0.872365713,-0.358826816,-0.331996024
4.55616E+11,-1.277585399,2.824013618,0.38493594,2.619897366,-6.009661198,-0.990935802,-0.091737494,-0.053562123,-0.143713295,-0.887266397,-0.375499755,-0.267877281
4.55616E+11,-1.329985034,2.847173752,0.396831483,2.224658012,-3.636436224,-0.399560094,-0.200330913,-0.06919048,0.071581081,-0.895677388,-0.386498004,-0.219957545
4.55616E+11,-1.344920673,2.862910873,0.396792933,1.099476933,0.081946373,0.593041301,-0.208590567,0.048007239,0.193314701,-0.898877084,-0.38646245,-0.20655933
4.55616E+11,-1.319234439,2.867804796,0.384747482,-0.131811395,3.559784889,1.474637389,-0.132462785,0.089985736,0.208304316,-0.897719085,-0.375325084,-0.230719477
4.55616E+11,-1.268162844,2.866770158,0.365066172,-0.727661967,5.399597645,1.955298185,-0.088055916,0.06768921,0.104352824,-0.891649902,-0.35701111,-0.27839458
4.55616E+11,-1.212664372,2.866730542,0.344252272,-0.618386388,5.466617107,1.925989866,-0.111224502,0.014052363,0.029559543,-0.881603837,-0.337492913,-0.329959333
4.55616E+11,-1.167138839,2.869248334,0.328985341,-0.256042838,4.260213375,1.318378687,-0.128467947,-0.004416438,0.067352653,-0.870311379,-0.323082954,-0.371719718
4.55616E+11,-1.142935252,2.871290959,0.32418245,0.064909548,1.780083895,0.221825838,-0.131754637,0.027777702,0.003710108,-0.862462282,-0.318533927,-0.393312782
4.55616E+11,-1.149673685,2.871765794,0.332001626,0.471108675,-1.475358844,-0.984643161,-0.099410467,-0.021170933,-0.041333158,-0.862793505,-0.32593599,-0.386462241
4.55616E+11,-1.183787079,2.871737292,0.350069926,0.760028839,-3.928244352,-1.84540844,-0.071713008,-0.051369391,0.015296112,-0.869876325,-0.342963487,-0.3545295
4.55616E+11,-1.229928695,2.871066084,0.372596405,0.710242093,-4.714064121,-2.165098667,-0.122537673,-0.072610602,0.043162964,-0.877798021,-0.364034921,-0.311366707
4.55616E+11,-1.267580259,2.868645511,0.392464726,0.279161453,-3.382329702,-1.831866741,-0.196321487,-0.131281257,0.117228091,-0.881818771,-0.382466912,-0.275888979
4.55616E+11,-1.276053837,2.860979315,0.403287236,-0.607199848,-0.30325526,-1.016160846,-0.262557298,-0.032604851,0.186134189,-0.88011241,-0.392443985,-0.267188877
4.55616E+11,-1.247524346,2.845247247,0.402375674,-1.652800322,3.023071289,-0.148486719,-0.152690381,0.091114052,0.117220081,-0.872471333,-0.391605377,-0.29229942
4.55616E+11,-1.194064549,2.826042638,0.392776339,-2.027513504,4.970458984,0.415312499,0.01711268,0.102435596,0.008341366,-0.859062135,-0.382754803,-0.339869082
4.55616E+11,-1.136549382,2.811312311,0.380571805,-1.584358811,5.121682644,0.60567838,0.100870758,0.073065802,-0.133102089,-0.84228003,-0.371451437,-0.390625328
4.55616E+11,-1.09179411,2.803724024,0.372331436,-0.79319495,3.778107166,0.32697171,0.129626855,0.061816674,-0.203101516,-0.826648355,-0.363788098,-0.429314256
4.55616E+11,-1.069340403,2.800085672,0.372616025,-0.135919645,1.510152459,-0.380665094,0.13215521,0.063882284,-0.210654959,-0.816710234,-0.36405319,-0.447716027
4.55616E+11,-1.070603217,2.796891453,0.382297737,0.301721036,-0.777658045,-1.181524754,0.159618124,0.047659639,-0.195957184,-0.814143896,-0.373053312,-0.444972992
4.55616E+11,-1.087783434,2.793341203,0.398476846,0.513899028,-2.126292467,-1.679471612,0.223198012,0.052870929,-0.125085056,-0.816215575,-0.388014972,-0.428061306
4.55616E+11,-1.112377331,2.79020628,0.417073799,0.608991385,-2.675423861,-1.791164637,0.281384051,0.090282753,-0.122838952,-0.819881976,-0.405086815,-0.404596359
4.55616E+11,-1.137956713,2.789494255,0.434554603,0.724590659,-2.488446951,-1.505054355,0.319806218,0.076325655,-0.132977456,-0.823407292,-0.421006441,-0.380465537
4.55616E+11,-1.156549974,2.792508059,0.446375997,0.714615762,-1.402966142,-0.749748588,0.323176563,0.095487304,-0.081487387,-0.825724781,-0.431699455,-0.363062173
4.55616E+11,-1.161605954,2.797902404,0.448459501,0.456290662,0.104384623,0.261017948,0.398683339,0.155074462,-0.066204332,-0.82672286,-0.433577895,-0.358524054
4.55616E+11,-1.153359667,2.805367099,0.440432932,0.256860614,1.472656131,1.241103053,0.405674189,0.142944887,-0.101930127,-0.826893032,-0.426331133,-0.366728306
4.55616E+11,-1.135373106,2.815830142,0.425089403,0.232140824,2.437932968,1.938133597,0.340264708,0.130587652,-0.106040135,-0.82599777,-0.412402242,-0.38425529
4.55616E+11,-1.114327074,2.829473177,0.406866893,0.396587223,2.660050869,2.225070477,0.205426067,0.103818044,-0.161165252,-0.82433784,-0.395733953,-0.404798508
4.55616E+11,-1.097500409,2.846233116,0.390949405,0.763626158,2.172803879,2.036695004,0.008398715,0.052865062,-0.16261591,-0.822912872,-0.381066352,-0.421429515
4.55616E+11,-1.089258527,2.863465893,0.381504245,1.032308221,1.201772094,1.378486753,-0.200903088,-0.046735134,-0.045282874,-0.82256496,-0.372316986,-0.429845303
4.55616E+11,-1.092295398,2.87634859,0.380656428,0.992130101,-0.193665549,0.355399311,-0.353664219,-0.111883707,0.108459726,-0.82414645,-0.371529996,-0.427490503
4.55616E+11,-1.106462625,2.881303643,0.388297203,0.653419614,-1.540016651,-0.735297203,-0.418414205,-0.21632725,0.232481867,-0.827557445,-0.378612936,-0.414488703
4.55616E+11,-1.126687966,2.877181523,0.401834608,0.111721978,-2.346542835,-1.569946766,-0.419391632,-0.273321241,0.36904645,-0.831066132,-0.39110747,-0.395428896
4.55616E+11,-1.14729933,2.865728985,0.418777136,-0.344559312,-2.511587381,-2.085635185,-0.374183506,-0.235293686,0.380566418,-0.832878292,-0.406643569,-0.375439465
4.55616E+11,-1.163125323,2.850089592,0.437194429,-0.616205275,-2.108240604,-2.289882421,-0.273999572,-0.220109463,0.338063151,-0.83169806,-0.423399448,-0.359181315
4.55616E+11,-1.172527403,2.832835817,0.455312979,-0.748957753,-1.541379213,-2.253888369,-0.159123063,-0.158324808,0.270752788,-0.827830672,-0.439743429,-0.348313212
4.55616E+11,-1.175850489,2.81553259,0.471404103,-0.823328972,-0.946075499,-1.996228337,-0.017315356,-0.052850835,0.205723494,-0.822345316,-0.454137683,-0.342793196
4.55616E+11,-1.170586559,2.799168773,0.481858415,-0.989879906,0.05386059,-1.328785777,0.144038811,0.017534448,0.148577973,-0.816112161,-0.463426769,-0.34524852
4.55616E+11,-1.154338685,2.78414486,0.482201384,-1.283024311,1.214040399,-0.28273508,0.363167226,0.150177822,0.071365044,-0.810249746,-0.463730663,-0.35839811
4.55616E+11,-1.129423566,2.772148739,0.471330882,-1.445277929,2.145290136,0.812724292,0.559684753,0.237824902,-0.047665153,-0.805580139,-0.454072446,-0.380603284
4.55616E+11,-1.101926288,2.765958648,0.452023373,-1.282974362,2.523278713,1.69025135,0.636300147,0.26834482,-0.140212938,-0.802483618,-0.436786592,-0.4064942
4.55616E+11,-1.078492678,2.767962855,0.428900288,-0.754004478,2.366913319,2.260054827,0.591953635,0.282432854,-0.281274945,-0.801426291,-0.415870965,-0.429845661
4.55616E+11,-1.061536455,2.779714727,0.405509607,0.044042807,2.059775591,2.661006451,0.496740758,0.235032752,-0.406499058,-0.802298009,-0.394487083,-0.447993129
4.55616E+11,-1.050698179,2.801261985,0.383692189,0.844249666,1.878557682,2.929278374,0.333711267,0.200564384,-0.434372276,-0.804673791,-0.374346733,-0.460830361
4.55616E+11,-1.041584161,2.827699526,0.365000451,1.26607585,1.893752933,2.769108295,-0.392481774,0.059067637,-0.093345895,-0.806340218,-0.356949717,-0.471595496
4.55616E+11,-1.028652164,2.85098154,0.352535956,1.194182038,2.200961113,1.935140133,-0.750687957,-0.113201924,0.12089926,-0.803923249,-0.345278919,-0.484241545
4.55616E+11,-1.009533401,2.864754875,0.348821817,0.797036707,2.410522699,0.659602284,-0.912500381,-0.240179405,0.226946861,-0.795598984,-0.341790825,-0.500201225
4.55616E+11,-0.987323645,2.867134505,0.353595758,0.336525023,2.231479883,-0.569778919,-0.807713568,-0.277292341,0.278819799,-0.782923639,-0.346273333,-0.51684165
4.55616E+11,-0.966385505,2.860781869,0.363836015,0.011194795,1.738848805,-1.335555911,-0.596261382,-0.255649477,0.263605833,-0.768972993,-0.355861753,-0.531077147
4.55616E+11,-0.947905636,2.850058906,0.375428942,-0.203579068,1.392636895,-1.548364878,-0.384083062,-0.210003778,0.289487481,-0.75562638,-0.366671622,-0.542752862
4.55616E+11,-0.928778451,2.836594546,0.385189769,-0.524035931,1.459020734,-1.507143617,-0.184109673,-0.153607637,0.323414415,-0.74220562,-0.375735015,-0.554936051
4.55616E+11,-0.904225412,2.820030009,0.390538204,-1.024097443,1.976897836,-1.286488771,0.058509417,-0.080663338,0.309288472,-0.726768076,-0.380686164,-0.571739614
4.55616E+11,-0.872611696,2.801994867,0.3892307,-1.478828907,2.633698463,-0.819927275,0.358600885,0.040533289,0.255100042,-0.70871383,-0.379476756,-0.594745398
4.55616E+11,-0.838269934,2.786386479,0.381041401,-1.652232885,2.854245424,-0.152246401,0.706092954,0.158554256,0.111813746,-0.690162778,-0.371887386,-0.620785892
4.55616E+11,-0.808714881,2.776641351,0.367035643,-1.593259692,2.476648808,0.594485044,0.922838151,0.224008173,-0.023693798,-0.675218523,-0.358850092,-0.644442797
4.55616E+11,-0.788079987,2.773536573,0.349284153,-1.381409526,1.742162228,1.209580541,0.978003025,0.27649042,-0.141786844,-0.666189671,-0.342225283,-0.662625968
4.55616E+11,-0.781311073,2.777783988,0.331340253,-0.818238616,0.467351347,1.65037334,0.903440416,0.288948983,-0.289610803,-0.665906847,-0.325310677,-0.671372473
4.55616E+11,-0.791864135,2.790733007,0.317179825,0.112134546,-1.007941842,1.925395846,0.687136471,0.267103761,-0.342593461,-0.676165402,-0.311888307,-0.667477369
4.55616E+11,-0.817399433,2.810780417,0.308824301,0.998565257,-2.205109596,1.8774997,0.25945434,0.203474894,-0.330422103,-0.694863856,-0.303938776,-0.651755631
4.55616E+11,-0.850279708,2.831839146,0.308284055,1.568845153,-2.737179279,1.164860487,-0.320156217,0.045214806,-0.208169371,-0.716037631,-0.303424031,-0.628668427
4.55616E+11,-0.884606479,2.848481322,0.317346918,1.840394616,-2.984456301,0.051032413,-0.676632881,-0.149729669,-0.054323986,-0.735033989,-0.312047064,-0.601956546
